Equipment No,Sample dt,ACIDITY,BDV,C2H2,C2H4,C2H6,CH4,CO,CO2,FURAN_2FAL,FURAN_TOTAL,H2,IFT,MOISTURE,RESISTIVITY,TAN_DELTA,TDCG,dga_gas_count,has_5plus_gases,has_all_7_gases,has_duval_gases,Equipment description,Object Type,MAKE,Manufacturer Serial Number,YOM,DOC,Voltage,CAP,PTR OIL CAPACITY,Functional Location,Description of functional location,age_years,capacity_mva,fault_label,fault_code,consensus_confidence,n_methods_applied,n_methods_agreeing,method_duval_triangle,method_duval_pentagon,method_iec_ratio,method_rogers,method_key_gas,dgaf,dgaf_rate_penalty,dgaf_normalized,bdv_score,moisture_score,acidity_score,tan_delta_score,chi,risk_level,condition_override,dp_estimated,remaining_life_pct,insulation_life_used_pct,insulation_condition
10000013,2024-09-19,,,,,,,,,,,,,51.9,,,,0,False,False,False,SERIES REACTOR FOR 7.2KVAR,REACTOR,WHEP,9724/01,2001.0,2002-09-26,132,0.1,0.0,SS-132KV-ADPM,ANANDAPURAM-132/33KV-SUBSTATION,23.50718685831622,0.1,Normal,0,1.0,0,0,,,,,,,1.0,,,25.0,,,25.0,Poor,False,,,,
10000035,2021-05-28,,,,28.68,8.94,6.27,497.89,3107.89,,,24.23,,36.5,11.23,0.022801,566.01,6,True,False,False,"132/33KV,10/16MVA PTR-II",PTR 16MVA,ANDREW,13062,2001.0,2024-04-10,132,10/16,11500.0,SS-132KV-ADPM,ANANDAPURAM-132/33KV-SUBSTATION,1.9685147159479808,10.0,T1,4,1.0,1,1,,,,,T1,9.615384615384615,1.0,96.15384615384615,,25.0,,100.0,82.43589743589743,Good,True,,,,
10000035,2021-12-07,,,,,,,5.89,125.36,,,,,,,,5.89,2,False,False,False,"132/33KV,10/16MVA PTR-II",PTR 16MVA,ANDREW,13062,2001.0,2024-04-10,132,10/16,11500.0,SS-132KV-ADPM,ANANDAPURAM-132/33KV-SUBSTATION,1.9685147159479808,10.0,Normal,0,1.0,1,0,,,,,T1,9.0,0.9,90.0,,,,,90.0,Excellent,False,,,,
10000035,2022-06-07,,,,,,0.7,245.81,2225.9,,,,,19.0,66.13,0.007569,246.51,3,False,False,False,"132/33KV,10/16MVA PTR-II",PTR 16MVA,ANDREW,13062,2001.0,2024-04-10,132,10/16,11500.0,SS-132KV-ADPM,ANANDAPURAM-132/33KV-SUBSTATION,1.9685147159479808,10.0,Normal,0,1.0,1,0,,,,,T1,9.0,0.9,90.0,,75.0,,100.0,88.33333333333333,Excellent,False,,,,
10000035,2022-12-19,,,,4.25,1.56,,89.38,779.64,,,,,15.2,75.68,0.006513,95.19,4,False,False,False,"132/33KV,10/16MVA PTR-II",PTR 16MVA,ANDREW,13062,2001.0,2024-04-10,132,10/16,11500.0,SS-132KV-ADPM,ANANDAPURAM-132/33KV-SUBSTATION,1.9685147159479808,10.0,Normal,0,1.0,1,0,,,,,T1,9.0,0.9,90.0,,75.0,,100.0,88.33333333333333,Excellent,False,,,,
10000035,2023-06-26,,,,4.48,1.42,2.97,114.95,666.99,,,,,30.4,,,123.82,5,True,False,False,"132/33KV,10/16MVA PTR-II",PTR 16MVA,ANDREW,13062,2001.0,2024-04-10,132,10/16,11500.0,SS-132KV-ADPM,ANANDAPURAM-132/33KV-SUBSTATION,1.9685147159479808,10.0,Normal,0,1.0,1,0,,,,,T1,10.0,1.0,100.0,,25.0,,,82.6923076923077,Excellent,False,,,,
10000035,2023-08-03,,,,0.59,0.51,2.62,143.48,1809.1,,,,,21.8,,,147.2,5,True,False,False,"132/33KV,10/16MVA PTR-II",PTR 16MVA,ANDREW,13062,2001.0,2024-04-10,132,10/16,11500.0,SS-132KV-ADPM,ANANDAPURAM-132/33KV-SUBSTATION,1.9685147159479808,10.0,Normal,0,1.0,1,0,,,,,T1,8.5,0.85,85.0,,50.0,,,76.92307692307692,Good,False,,,,
10000035,2024-04-11,,,,,,,,35.77,,,,,,,,,1,False,False,False,"132/33KV,10/16MVA PTR-II",PTR 16MVA,ANDREW,13062,2001.0,2024-04-10,132,10/16,11500.0,SS-132KV-ADPM,ANANDAPURAM-132/33KV-SUBSTATION,1.9685147159479808,10.0,Normal,0,1.0,0,0,,,,,,9.5,0.95,95.0,,,,,95.0,Excellent,False,,,,
10000035,2024-04-12,,,,,,,,47.03,,,,,,,,,1,False,False,False,"132/33KV,10/16MVA PTR-II",PTR 16MVA,ANDREW,13062,2001.0,2024-04-10,132,10/16,11500.0,SS-132KV-ADPM,ANANDAPURAM-132/33KV-SUBSTATION,1.9685147159479808,10.0,Normal,0,1.0,0,0,,,,,,9.5,0.95,95.0,,,,,95.0,Excellent,False,,,,
10000035,2024-04-13,,,,,,,,55.23,,,,,,,,,1,False,False,False,"132/33KV,10/16MVA PTR-II",PTR 16MVA,ANDREW,13062,2001.0,2024-04-10,132,10/16,11500.0,SS-132KV-ADPM,ANANDAPURAM-132/33KV-SUBSTATION,1.9685147159479808,10.0,Normal,0,1.0,0,0,,,,,,9.5,0.95,95.0,,,,,95.0,Excellent,False,,,,
10000035,2024-05-14,,,,,,,6.33,43.54,,,,,15.5,,,6.33,2,False,False,False,"132/33KV,10/16MVA PTR-II",PTR 16MVA,ANDREW,13062,2001.0,2024-04-10,132,10/16,11500.0,SS-132KV-ADPM,ANANDAPURAM-132/33KV-SUBSTATION,1.9685147159479808,10.0,Normal,0,1.0,1,0,,,,,T1,10.0,1.0,100.0,,75.0,,,94.23076923076923,Excellent,False,,,,
10000035,2024-11-27,,,,,,,13.62,61.99,,,,,10.6,97.2,0.004729,13.62,2,False,False,False,"132/33KV,10/16MVA PTR-II",PTR 16MVA,ANDREW,13062,2001.0,2024-04-10,132,10/16,11500.0,SS-132KV-ADPM,ANANDAPURAM-132/33KV-SUBSTATION,1.9685147159479808,10.0,Normal,0,1.0,1,0,,,,,T1,10.0,1.0,100.0,,75.0,,100.0,95.0,Excellent,False,,,,
10000035,2025-08-05,,,,0.27,,,14.56,403.43,,,,,17.6,110.42,0.00451,14.83,3,False,False,False,"132/33KV,10/16MVA PTR-II",PTR 16MVA,ANDREW,13062,2001.0,2024-04-10,132,10/16,11500.0,SS-132KV-ADPM,ANANDAPURAM-132/33KV-SUBSTATION,1.9685147159479808,10.0,Normal,0,1.0,1,0,,,,,T1,10.0,1.0,100.0,,75.0,,100.0,95.0,Excellent,False,,,,
10000035,2026-03-05,,,,0.36,,,10.86,203.29,,,,,11.9,115.49,0.00408,11.22,3,False,False,False,"132/33KV,10/16MVA PTR-II",PTR 16MVA,ANDREW,13062,2001.0,2024-04-10,132,10/16,11500.0,SS-132KV-ADPM,ANANDAPURAM-132/33KV-SUBSTATION,1.9685147159479808,10.0,Normal,0,1.0,1,0,,,,,T1,10.0,1.0,100.0,,75.0,,100.0,95.0,Excellent,False,,,,
10000036,2021-05-28,,,,6.06,1.74,4.3,552.28,1847.68,,,,,12.5,563.02,0.01975,564.38,5,True,False,False,"132/33KV,31.5MVA PTR",PTR31.5MVA,TOSHIBA,90184A04,2015.0,2016-01-20,132,31.5,15800.0,SS-132KV-ADPM,ANANDAPURAM-132/33KV-SUBSTATION,10.190280629705681,31.5,T1,4,1.0,1,1,,,,,T1,9.772727272727273,1.0,97.72727272727273,,75.0,,100.0,93.4848484848485,Good,True,,,,
10000187,2022-05-28,,,,,,1.67,46.72,704.38,,,92.73,,24.7,106.6,0.006587,141.12,4,False,False,False,"132/33KV, 15MVA PTR",PTR 15MVA,NGEF,28.0002.2382,1976.0,2006-02-03,132,15,0.0,SS-132KV-ARKU,ARAKU-132/33KV-SUBSTATION,20.150581793292265,15.0,Normal,0,1.0,1,0,,,,,PD,10.0,1.0,100.0,,50.0,,100.0,90.0,Excellent,False,,,,
10000187,2023-01-23,,,1.34,2.28,3.11,5.05,41.36,459.42,,,102.24,,27.6,102.33,0.006847,155.38,7,True,True,True,"132/33KV, 15MVA PTR",PTR 15MVA,NGEF,28.0002.2382,1976.0,2006-02-03,132,15,0.0,SS-132KV-ARKU,ARAKU-132/33KV-SUBSTATION,20.150581793292265,15.0,D1,2,0.5,4,2,D1,PD,,D1,PD,9.027777777777779,1.0,90.27777777777779,,50.0,,100.0,83.51851851851852,Excellent,False,,,,
10000187,2023-01-30,,,1.33,1.73,1.79,4.37,31.37,286.95,,,81.04,,21.4,108.59,0.006223,121.63,7,True,True,True,"132/33KV, 15MVA PTR",PTR 15MVA,NGEF,28.0002.2382,1976.0,2006-02-03,132,15,0.0,SS-132KV-ARKU,ARAKU-132/33KV-SUBSTATION,20.150581793292265,15.0,D1,2,0.5,4,2,D1,PD,,D1,PD,6.513888888888888,0.7,65.13888888888889,,50.0,,100.0,66.75925925925925,Good,False,,,,
10000187,2023-09-22,,,,,0.46,3.06,36.73,640.82,,,60.52,,53.7,,,100.77,5,True,False,False,"132/33KV, 15MVA PTR",PTR 15MVA,NGEF,28.0002.2382,1976.0,2006-02-03,132,15,0.0,SS-132KV-ARKU,ARAKU-132/33KV-SUBSTATION,20.150581793292265,15.0,Normal,0,1.0,1,0,,,,,PD,10.0,1.0,100.0,,25.0,,,82.6923076923077,Excellent,False,,,,
10000187,2023-10-04,,,,,,3.51,38.9,557.57,,,63.36,,29.7,,,106.31,4,False,False,False,"132/33KV, 15MVA PTR",PTR 15MVA,NGEF,28.0002.2382,1976.0,2006-02-03,132,15,0.0,SS-132KV-ARKU,ARAKU-132/33KV-SUBSTATION,20.150581793292265,15.0,Normal,0,1.0,1,0,,,,,PD,9.0,0.9,90.0,,50.0,,,80.76923076923076,Excellent,False,,,,
10000187,2023-12-11,,,,,,3.08,34.78,649.65,,,65.93,,23.5,,,103.79,4,False,False,False,"132/33KV, 15MVA PTR",PTR 15MVA,NGEF,28.0002.2382,1976.0,2006-02-03,132,15,0.0,SS-132KV-ARKU,ARAKU-132/33KV-SUBSTATION,20.150581793292265,15.0,Normal,0,1.0,1,0,,,,,PD,10.0,1.0,100.0,,50.0,,,88.46153846153845,Excellent,False,,,,
10000187,2024-06-27,,,,,,1.63,15.38,74.61,,,52.32,,26.7,80.3,0.006685,69.36,4,False,False,False,"132/33KV, 15MVA PTR",PTR 15MVA,NGEF,28.0002.2382,1976.0,2006-02-03,132,15,0.0,SS-132KV-ARKU,ARAKU-132/33KV-SUBSTATION,20.150581793292265,15.0,Normal,0,1.0,1,0,,,,,PD,9.5,0.95,95.0,,50.0,,100.0,86.66666666666667,Excellent,False,,,,
10000187,2025-08-05,,,,0.38,,,17.84,339.02,,,55.22,,32.4,88.63,0.006815,73.44,4,False,False,False,"132/33KV, 15MVA PTR",PTR 15MVA,NGEF,28.0002.2382,1976.0,2006-02-03,132,15,0.0,SS-132KV-ARKU,ARAKU-132/33KV-SUBSTATION,20.150581793292265,15.0,Normal,0,1.0,1,0,,,,,PD,10.0,1.0,100.0,,25.0,,100.0,85.0,Excellent,False,,,,
10000187,2026-03-05,,,,0.46,,,16.82,331.48,,,39.9,,26.8,94.19,0.006287,57.18,4,False,False,False,"132/33KV, 15MVA PTR",PTR 15MVA,NGEF,28.0002.2382,1976.0,2006-02-03,132,15,0.0,SS-132KV-ARKU,ARAKU-132/33KV-SUBSTATION,20.150581793292265,15.0,Normal,0,1.0,1,0,,,,,PD,10.0,1.0,100.0,,50.0,,100.0,90.0,Excellent,False,,,,
10000208,2023-01-23,,,,,,,,,,,,23.13,7.9,9.99,0.029585,,0,False,False,False,"132/33KV, 10/16 MVA PTR(REMOVED)",PTR 16MVA,EMCO,1292/11468,1992.0,2011-08-25,132,10/16,0.0,SS-132KV-ARKU,ARAKU-132/33KV-SUBSTATION,14.595482546201232,10.0,Normal,0,1.0,0,0,,,,,,,1.0,,,100.0,,100.0,100.0,Excellent,False,,,,
10000208,2024-11-27,,,,,,,,,,,,23.29,11.5,9.73,0.029108,,0,False,False,False,"132/33KV, 10/16 MVA PTR(REMOVED)",PTR 16MVA,EMCO,1292/11468,1992.0,2011-08-25,132,10/16,0.0,SS-132KV-ARKU,ARAKU-132/33KV-SUBSTATION,14.595482546201232,10.0,Normal,0,1.0,0,0,,,,,,,1.0,,,75.0,,100.0,85.0,Excellent,False,,,,
10000371,2021-04-03,,,,9.49,,8.86688,167.474,3200.712,,,50.678,,6.1,1220.0,0.000422,,5,True,False,False,50 MVA 132/33KV POWER TRANSFORMER-II,PTR 50MVA,TOSHIBA,90183A07,2015.0,2023-01-11,132,50,18700.0,SS-132KV-ATNR,AUTONAGAR-132/33KV-SUBSTATION,3.2142368240930868,50.0,T1,4,1.0,1,1,,,,,T1,9.75,1.0,97.5,,100.0,,100.0,98.33333333333333,Good,True,,,,
10000371,2021-10-23,,,,6.845000000000001,,6.005,105.00999999999999,2719.535,,,59.7,,4.15,700.38,0.0006275,,5,True,False,False,50 MVA 132/33KV POWER TRANSFORMER-II,PTR 50MVA,TOSHIBA,90183A07,2015.0,2023-01-11,132,50,18700.0,SS-132KV-ATNR,AUTONAGAR-132/33KV-SUBSTATION,3.2142368240930868,50.0,T1,4,1.0,1,1,,,,,T1,8.775,0.9,87.75,,100.0,,100.0,91.83333333333333,Good,True,,,,
10000371,2022-11-10,,,,,,,23.78,635.081,,,,41.67,6.6,219.97,0.00135,,2,False,False,False,50 MVA 132/33KV POWER TRANSFORMER-II,PTR 50MVA,TOSHIBA,90183A07,2015.0,2023-01-11,132,50,18700.0,SS-132KV-ATNR,AUTONAGAR-132/33KV-SUBSTATION,3.2142368240930868,50.0,Normal,0,1.0,1,0,,,,,T1,9.0,0.9,90.0,,100.0,,100.0,93.33333333333333,Excellent,False,,,,
10000371,2023-01-12,,,,,,,20.83044,687.00789,,,,,,,,,2,False,False,False,50 MVA 132/33KV POWER TRANSFORMER-II,PTR 50MVA,TOSHIBA,90183A07,2015.0,2023-01-11,132,50,18700.0,SS-132KV-ATNR,AUTONAGAR-132/33KV-SUBSTATION,3.2142368240930868,50.0,Normal,0,1.0,1,0,,,,,T1,10.0,1.0,100.0,,,,,100.0,Excellent,False,,,,
10000371,2023-01-13,,,,,,,15.18186,539.84337,,,,,,,,,2,False,False,False,50 MVA 132/33KV POWER TRANSFORMER-II,PTR 50MVA,TOSHIBA,90183A07,2015.0,2023-01-11,132,50,18700.0,SS-132KV-ATNR,AUTONAGAR-132/33KV-SUBSTATION,3.2142368240930868,50.0,Normal,0,1.0,1,0,,,,,T1,9.0,0.9,90.0,,,,,90.0,Excellent,False,,,,
10000371,2023-01-14,,,,,,,14.35813,519.46886,,,,,,,,,2,False,False,False,50 MVA 132/33KV POWER TRANSFORMER-II,PTR 50MVA,TOSHIBA,90183A07,2015.0,2023-01-11,132,50,18700.0,SS-132KV-ATNR,AUTONAGAR-132/33KV-SUBSTATION,3.2142368240930868,50.0,Normal,0,1.0,1,0,,,,,T1,9.0,0.9,90.0,,,,,90.0,Excellent,False,,,,
10000371,2023-01-19,,,,,,,13.00316,567.98357,,,,,,,,,2,False,False,False,50 MVA 132/33KV POWER TRANSFORMER-II,PTR 50MVA,TOSHIBA,90183A07,2015.0,2023-01-11,132,50,18700.0,SS-132KV-ATNR,AUTONAGAR-132/33KV-SUBSTATION,3.2142368240930868,50.0,Normal,0,1.0,1,0,,,,,T1,9.0,0.9,90.0,,,,,90.0,Excellent,False,,,,
10000371,2023-02-13,,,,,,,17.461,648.471,,,,,,,,,2,False,False,False,50 MVA 132/33KV POWER TRANSFORMER-II,PTR 50MVA,TOSHIBA,90183A07,2015.0,2023-01-11,132,50,18700.0,SS-132KV-ATNR,AUTONAGAR-132/33KV-SUBSTATION,3.2142368240930868,50.0,Normal,0,1.0,1,0,,,,,T1,9.5,0.95,95.0,,,,,95.0,Excellent,False,,,,
10000371,2023-04-24,,,,,,,40.674,1145.793,,,,,,,,,2,False,False,False,50 MVA 132/33KV POWER TRANSFORMER-II,PTR 50MVA,TOSHIBA,90183A07,2015.0,2023-01-11,132,50,18700.0,SS-132KV-ATNR,AUTONAGAR-132/33KV-SUBSTATION,3.2142368240930868,50.0,Normal,0,1.0,1,0,,,,,T1,9.0,0.9,90.0,,,,,90.0,Excellent,False,,,,
10000371,2023-08-03,,,,,,,85.98,2036.945,,,5.809,,6.6,307.72,0.003591,,3,False,False,False,50 MVA 132/33KV POWER TRANSFORMER-II,PTR 50MVA,TOSHIBA,90183A07,2015.0,2023-01-11,132,50,18700.0,SS-132KV-ATNR,AUTONAGAR-132/33KV-SUBSTATION,3.2142368240930868,50.0,Normal,0,1.0,1,0,,,,,T1,9.0,0.9,90.0,,100.0,,100.0,93.33333333333333,Excellent,False,,,,
10000371,2024-01-11,,,,,,,88.61,1943.85,,,,,5.4,390.36,0.0008,,2,False,False,False,50 MVA 132/33KV POWER TRANSFORMER-II,PTR 50MVA,TOSHIBA,90183A07,2015.0,2023-01-11,132,50,18700.0,SS-132KV-ATNR,AUTONAGAR-132/33KV-SUBSTATION,3.2142368240930868,50.0,Normal,0,1.0,1,0,,,,,T1,10.0,1.0,100.0,,100.0,,100.0,100.0,Excellent,False,,,,
10000371,2024-11-06,,,,,,,52.0,862.6,,,,,6.0,663.51,0.000714,,2,False,False,False,50 MVA 132/33KV POWER TRANSFORMER-II,PTR 50MVA,TOSHIBA,90183A07,2015.0,2023-01-11,132,50,18700.0,SS-132KV-ATNR,AUTONAGAR-132/33KV-SUBSTATION,3.2142368240930868,50.0,Normal,0,1.0,1,0,,,,,T1,9.5,0.95,95.0,,100.0,,100.0,96.66666666666667,Excellent,False,,,,
10000371,2025-06-02,,,,,,,386.4,1388.6,,,,,5.5,256.5,0.002941,,2,False,False,False,50 MVA 132/33KV POWER TRANSFORMER-II,PTR 50MVA,TOSHIBA,90183A07,2015.0,2023-01-11,132,50,18700.0,SS-132KV-ATNR,AUTONAGAR-132/33KV-SUBSTATION,3.2142368240930868,50.0,T1,4,1.0,1,1,,,,,T1,7.875,0.9,78.75,,100.0,,100.0,85.83333333333333,Good,True,,,,
10000371,2026-02-09,,,,,,,175.3,1906.3,,,3.2,,3.2,1530.0,0.000441,,3,False,False,False,50 MVA 132/33KV POWER TRANSFORMER-II,PTR 50MVA,TOSHIBA,90183A07,2015.0,2023-01-11,132,50,18700.0,SS-132KV-ATNR,AUTONAGAR-132/33KV-SUBSTATION,3.2142368240930868,50.0,Normal,0,1.0,1,0,,,,,T1,9.0,0.9,90.0,,100.0,,100.0,93.33333333333333,Excellent,False,,,,
10000446,2022-05-18,,,,,,,,,,,,,52.4,,,,0,False,False,False,100KVA 33KV/433V STATION,STR,HIT,1069852,2008.0,2010-03-31,132,100KVA,300.0,SS-132KV-AVGD,AVANIGADDA-132/33KV-SUBSTATION,15.997262149212867,100.0,Normal,0,1.0,0,0,,,,,,,1.0,,,25.0,,,25.0,Poor,False,,,,
10000446,2025-06-04,,,,,,,,,,,,,37.3,,,,0,False,False,False,100KVA 33KV/433V STATION,STR,HIT,1069852,2008.0,2010-03-31,132,100KVA,300.0,SS-132KV-AVGD,AVANIGADDA-132/33KV-SUBSTATION,15.997262149212867,100.0,Normal,0,1.0,0,0,,,,,,,1.0,,,25.0,,,25.0,Poor,False,,,,
10000446,2025-07-04,,,,,,,,,,,,,36.5,,,,0,False,False,False,100KVA 33KV/433V STATION,STR,HIT,1069852,2008.0,2010-03-31,132,100KVA,300.0,SS-132KV-AVGD,AVANIGADDA-132/33KV-SUBSTATION,15.997262149212867,100.0,Normal,0,1.0,0,0,,,,,,,1.0,,,25.0,,,25.0,Poor,False,,,,
10000447,2022-04-17,,,,,,,,,,,,,18.5,,,,0,False,False,False,10/16 MVA 132/33KV PTR-3(REMOVED),PTR 16MVA,APEX,T-526C&D / 32556/APEX,1983.0,,132,16,0.0,SS-132KV-VLDT,VELDURTHI(UPPALPADU)-132/33KV-SUBSTATION,,16.0,Normal,0,1.0,0,0,,,,,,,1.0,,,75.0,,,75.0,Good,False,,,,
10000447,2022-04-24,,,,,,,,,,,,,10.9,,,,0,False,False,False,10/16 MVA 132/33KV PTR-3(REMOVED),PTR 16MVA,APEX,T-526C&D / 32556/APEX,1983.0,,132,16,0.0,SS-132KV-VLDT,VELDURTHI(UPPALPADU)-132/33KV-SUBSTATION,,16.0,Normal,0,1.0,0,0,,,,,,,1.0,,,75.0,,,75.0,Good,False,,,,
10000447,2024-11-11,0.1,,,,,,12.2,268.4,,,,26.36,50.3,30.16,0.01164,,2,False,False,False,10/16 MVA 132/33KV PTR-3(REMOVED),PTR 16MVA,APEX,T-526C&D / 32556/APEX,1983.0,,132,16,0.0,SS-132KV-VLDT,VELDURTHI(UPPALPADU)-132/33KV-SUBSTATION,,16.0,Normal,0,1.0,1,0,,,,,T1,10.0,1.0,100.0,,25.0,75.0,100.0,83.82352941176471,Excellent,False,,,,
10000474,2021-04-23,,,,2.23318,,,82.01998,1608.908,,,35.679,,7.2,297.95,0.000931,,4,False,False,False,31.5 MVA 132/33KV PTR II,PTR31.5MVA,BHARAT BIJILI LIMITED,4840/2 BBL,2004.0,2016-08-06,132,31.5,18000.0,SS-132KV-AVGD,AVANIGADDA-132/33KV-SUBSTATION,9.645448323066393,31.5,Normal,0,1.0,1,0,,,,,T1,10.0,1.0,100.0,,100.0,,100.0,100.0,Excellent,False,,,,
10000474,2021-11-25,,,,2.59,,,101.9,1861.24,,,76.7,,8.6,268.42,0.000844,,4,False,False,False,31.5 MVA 132/33KV PTR II,PTR31.5MVA,BHARAT BIJILI LIMITED,4840/2 BBL,2004.0,2016-08-06,132,31.5,18000.0,SS-132KV-AVGD,AVANIGADDA-132/33KV-SUBSTATION,9.645448323066393,31.5,Normal,0,1.0,1,0,,,,,T1,9.5,0.95,95.0,,100.0,,100.0,96.66666666666667,Excellent,False,,,,
10000474,2022-05-18,,,,2.43,,,73.0,1568.06,,,79.61,,11.6,361.14,0.001513,,4,False,False,False,31.5 MVA 132/33KV PTR II,PTR31.5MVA,BHARAT BIJILI LIMITED,4840/2 BBL,2004.0,2016-08-06,132,31.5,18000.0,SS-132KV-AVGD,AVANIGADDA-132/33KV-SUBSTATION,9.645448323066393,31.5,Normal,0,1.0,1,0,,,,,PD,10.0,1.0,100.0,,75.0,,100.0,95.0,Excellent,False,,,,
10000474,2022-12-26,,,,3.05723,,,192.13202,2769.66,,,21.5435,,10.1,565.57,0.000903,,4,False,False,False,31.5 MVA 132/33KV PTR II,PTR31.5MVA,BHARAT BIJILI LIMITED,4840/2 BBL,2004.0,2016-08-06,132,31.5,18000.0,SS-132KV-AVGD,AVANIGADDA-132/33KV-SUBSTATION,9.645448323066393,31.5,T1,4,1.0,1,1,,,,,T1,8.196428571428571,0.85,81.96428571428571,,75.0,,100.0,82.97619047619047,Good,True,,,,
10000474,2023-07-05,,,,3.68,,,246.1,3655.58,,,21.92,,11.0,263.14,0.001198,,4,False,False,False,31.5 MVA 132/33KV PTR II,PTR31.5MVA,BHARAT BIJILI LIMITED,4840/2 BBL,2004.0,2016-08-06,132,31.5,18000.0,SS-132KV-AVGD,AVANIGADDA-132/33KV-SUBSTATION,9.645448323066393,31.5,T1,4,1.0,1,1,,,,,T1,8.678571428571429,0.9,86.78571428571429,,75.0,,100.0,86.19047619047619,Good,True,,,,
10000474,2024-01-04,,,,3.59,,,214.96,3502.47,,,19.63,34.58,7.2,,0.001212,,4,False,False,False,31.5 MVA 132/33KV PTR II,PTR31.5MVA,BHARAT BIJILI LIMITED,4840/2 BBL,2004.0,2016-08-06,132,31.5,18000.0,SS-132KV-AVGD,AVANIGADDA-132/33KV-SUBSTATION,9.645448323066393,31.5,T1,4,1.0,1,1,,,,,T1,9.642857142857142,1.0,96.42857142857142,,100.0,,100.0,97.6190476190476,Good,True,,,,
10000474,2024-04-01,0.1201,,,8.08,,,360.13,5956.6,,,27.2,33.67,8.8,588.4,0.00071,,4,False,False,False,31.5 MVA 132/33KV PTR II,PTR31.5MVA,BHARAT BIJILI LIMITED,4840/2 BBL,2004.0,2016-08-06,132,31.5,18000.0,SS-132KV-AVGD,AVANIGADDA-132/33KV-SUBSTATION,9.645448323066393,31.5,T1,4,1.0,1,1,,,,,T1,7.589285714285714,0.85,75.89285714285714,,100.0,50.0,100.0,79.93697478991596,Good,False,,,,
10000474,2024-06-24,0.026,,,1.4,,,91.3,314.4,,,9.2,30.76,7.7,770.83,0.001048,,4,False,False,False,31.5 MVA 132/33KV PTR II,PTR31.5MVA,BHARAT BIJILI LIMITED,4840/2 BBL,2004.0,2016-08-06,132,31.5,18000.0,SS-132KV-AVGD,AVANIGADDA-132/33KV-SUBSTATION,9.645448323066393,31.5,Normal,0,1.0,1,0,,,,,T1,8.0,0.8,80.0,,100.0,100.0,100.0,88.23529411764706,Excellent,False,,,,
10000474,2024-11-28,,,,,,,,,,,,,12.5,,,,0,False,False,False,31.5 MVA 132/33KV PTR II,PTR31.5MVA,BHARAT BIJILI LIMITED,4840/2 BBL,2004.0,2016-08-06,132,31.5,18000.0,SS-132KV-AVGD,AVANIGADDA-132/33KV-SUBSTATION,9.645448323066393,31.5,Normal,0,1.0,0,0,,,,,,,1.0,,,75.0,,,75.0,Good,False,,,,
10000474,2025-01-02,0.06,,,,,,106.4,1621.3,,,10.1,34.2,9.1,516.62,0.001194,,3,False,False,False,31.5 MVA 132/33KV PTR II,PTR31.5MVA,BHARAT BIJILI LIMITED,4840/2 BBL,2004.0,2016-08-06,132,31.5,18000.0,SS-132KV-AVGD,AVANIGADDA-132/33KV-SUBSTATION,9.645448323066393,31.5,Normal,0,1.0,1,0,,,,,T1,10.0,1.0,100.0,,100.0,75.0,100.0,97.05882352941177,Excellent,False,,,,
10000474,2025-06-04,0.0774,,,,,,,1004.4,,,5.1,33.67,11.7,535.22,0.001046,,2,False,False,False,31.5 MVA 132/33KV PTR II,PTR31.5MVA,BHARAT BIJILI LIMITED,4840/2 BBL,2004.0,2016-08-06,132,31.5,18000.0,SS-132KV-AVGD,AVANIGADDA-132/33KV-SUBSTATION,9.645448323066393,31.5,Normal,0,1.0,1,0,,,,,PD,9.5,0.95,95.0,,75.0,75.0,100.0,89.70588235294117,Excellent,False,,,,
10000474,2025-12-29,,,,2.1,,,146.1,2120.9,,,12.7,,6.5,812.95,0.000917,,4,False,False,False,31.5 MVA 132/33KV PTR II,PTR31.5MVA,BHARAT BIJILI LIMITED,4840/2 BBL,2004.0,2016-08-06,132,31.5,18000.0,SS-132KV-AVGD,AVANIGADDA-132/33KV-SUBSTATION,9.645448323066393,31.5,Normal,0,1.0,1,0,,,,,T1,9.5,0.95,95.0,,100.0,,100.0,96.66666666666667,Excellent,False,,,,
10000548,2021-06-19,,,,,,,249.579,2186.81,,,61.8014,,15.9,51.77,0.004948,,3,False,False,False,"132/33KV, 31.5 MVA PTR-I",PTR31.5MVA,ANDREWYULE & COMPANY LTD.,13095,2003.0,2025-05-26,132,31.5,14540.0,SS-132KV-BVPM,BHAVANIPURAM-132/33KV-SUBSTATION,0.8432580424366872,31.5,Normal,0,1.0,1,0,,,,,T1,10.0,1.0,100.0,,75.0,,100.0,95.0,Excellent,False,,,,
10000548,2021-10-27,,,,,,,,,,,,,34.7,,,,0,False,False,False,"132/33KV, 31.5 MVA PTR-I",PTR31.5MVA,ANDREWYULE & COMPANY LTD.,13095,2003.0,2025-05-26,132,31.5,14540.0,SS-132KV-BVPM,BHAVANIPURAM-132/33KV-SUBSTATION,0.8432580424366872,31.5,Normal,0,1.0,0,0,,,,,,,1.0,,,25.0,,,25.0,Poor,False,,,,
